symbol,quarter,promoter,public
RHIM,2022-06-30,70.19,29.81
RICOAUTO,2022-06-30,50.32,49.68
RIIL,2022-06-30,45.43,54.57
RITCO,2022-06-30,73.04,26.96
RITES,2022-06-30,72.2,27.8
RKDL,2022-06-30,23.59,76.41
RKEC,2022-06-30,73.98,26.02
RKFORGE,2022-06-30,46.24,53.6
RML,2022-06-30,72.65,27.35
ROHLTD,2022-06-30,67.68,32.32
ROLEXRINGS,2022-06-30,57.64,42.36
ROLLT,2022-06-30,50.96,49.04
ROML,2022-06-30,75.0,25.0
ROSSARI,2022-06-30,68.56,31.44
ROSSELLIND,2022-06-30,74.91,25.09
ROTO,2022-06-30,68.86,31.14
ROUTE,2022-06-30,59.82,40.18
RPGLIFE,2022-06-30,72.42,27.58
RPOWER,2022-06-30,24.98,75.02
RPPINFRA,2022-06-30,51.29,48.71
RPPL,2022-06-30,52.24,47.76
RPSGVENT,2022-06-30,54.57,45.43
RSSOFTWARE,2022-06-30,40.67,59.33
RSWM,2022-06-30,53.16,46.84
RSYSTEMS,2022-06-30,51.67,48.33
RTNINDIA,2022-06-30,74.8,25.2
RTNPOWER,2022-06-30,44.06,55.94
RUBYMILLS,2022-06-30,74.9,25.1
RUCHINFRA,2022-06-30,65.65,34.35
RUCHIRA,2022-06-30,66.69,33.31
RUPA,2022-06-30,73.28,26.72
RUSHIL,2022-06-30,55.03,44.97
RVHL,2022-06-30,74.81,25.19
RVNL,2022-06-30,78.2,21.8
SABEVENTS,2022-06-30,35.97,64.03
SADBHAV,2022-06-30,40.57,59.43
SADBHIN,2022-06-30,70.34,29.66
SAFARI,2022-06-30,50.01,49.99
SAGARDEEP,2022-06-30,73.62,26.39
SAGCEM,2022-06-30,45.2,54.8
SAIL,2022-06-30,65.0,35.0
SAKAR,2022-06-30,67.54,32.46
SAKHTISUG,2022-06-30,59.83,40.17
SAKSOFT,2022-06-30,68.31,26.63
SAKUMA,2022-06-30,61.87,38.12
SALASAR,2022-06-30,69.7,30.3
SALONA,2022-06-30,65.98,34.02
SALSTEEL,2022-06-30,50.56,49.44
SALZERELEC,2022-06-30,32.34,67.66
SAMBHAAV,2022-06-30,62.93,37.07
SAMMAANCAP,2022-06-30,9.59,85.52
SAMPANN,2022-06-30,35.6,64.4
SANDESH,2022-06-30,74.81,25.19
SANDHAR,2022-06-30,70.38,29.62
SANGAMIND,2022-06-30,61.44,38.56
SANGHVIMOV,2022-06-30,47.25,52.75
SANGINITA,2022-06-30,64.64,35.36
SANOFI,2022-06-30,60.4,39.6
SANSERA,2022-06-30,35.7,64.3
SANWARIA,2022-06-30,16.73,83.27
SAPPHIRE,2022-06-30,51.26,48.74
SARDAEN,2022-06-30,71.01,28.99
SAREGAMA,2022-06-30,58.49,41.41
SARLAPOLY,2022-06-30,55.9,44.1
SASKEN,2022-06-30,43.13,56.78
SATIA,2022-06-30,51.79,48.21
SATIN,2022-06-30,36.69,62.67
SBC,2022-06-30,65.22,34.78
SBCL,2022-06-30,60.61,39.39
SBICARD,2022-06-30,69.64,30.36
SBILIFE,2022-06-30,55.48,44.52
SBIN,2022-06-30,57.57,42.43
SCHAEFFLER,2022-06-30,74.13,25.87
SCHAND,2022-06-30,47.3,52.7
SCHNEIDER,2022-06-30,75.0,25.0
SCI,2022-06-30,63.75,36.25
SDBL,2022-06-30,30.11,69.89
SEAMECLTD,2022-06-30,72.04,27.96
SECURKLOUD,2022-06-30,43.52,56.48
SEJALLTD,2022-06-30,90.5,9.5
SEMAC,2022-06-30,72.58,27.42
SEPC,2022-06-30,22.82,77.18
SERVOTECH,2022-06-30,69.12,30.88
SESHAPAPER,2022-06-30,42.78,57.22
SETCO,2022-06-30,59.25,40.75
SEYAIND,2022-06-30,64.5,35.5
SFL,2022-06-30,72.95,27.05
SGIL,2022-06-30,74.16,25.84
SGL,2022-06-30,65.76,34.24
SHAH,2022-06-30,51.56,48.44
SHAHALLOYS,2022-06-30,53.75,46.25
SHAILY,2022-06-30,43.81,56.19
SHAKTIPUMP,2022-06-30,54.82,45.18
SHALPAINTS,2022-06-30,39.92,60.08
SHANKARA,2022-06-30,52.1,47.9
SHANTI,2022-06-30,52.39,47.61
SHANTIGEAR,2022-06-30,70.47,29.53
SHARDACROP,2022-06-30,74.82,25.18
SHARDAMOTR,2022-06-30,73.2,26.8
SHAREINDIA,2022-06-30,53.01,46.99
SHEKHAWATI,2022-06-30,57.49,42.51
SHEMAROO,2022-06-30,65.88,34.12
SHILPAMED,2022-06-30,50.01,49.99
SHIVALIK,2022-06-30,50.32,49.68
SHIVAMAUTO,2022-06-30,74.8,25.2
SHIVAMILLS,2022-06-30,74.94,25.06
SHIVATEX,2022-06-30,74.04,25.96
SHK,2022-06-30,58.46,39.19
SHOPERSTOP,2022-06-30,65.55,34.45
SHRADHA,2022-06-30,74.95,25.05
SHREDIGCEM,2022-06-30,56.12,43.88
SHREECEM,2022-06-30,62.55,37.45
SHREEPUSHK,2022-06-30,68.42,31.58
SHREERAMA,2022-06-30,42.51,57.49
SHREYANIND,2022-06-30,50.53,49.47
SHRIPISTON,2022-06-30,46.75,53.25
SHRIRAMFIN,2022-06-30,29.3,70.7
SHRIRAMPPS,2022-06-30,28.0,72.0
SHYAMCENT,2022-06-30,51.88,48.12
SHYAMMETL,2022-06-30,88.35,11.65
SHYAMTEL,2022-06-30,66.16,33.84
SIEMENS,2022-06-30,75.0,25.0
SIGACHI,2022-06-30,48.48,51.52
SIGIND,2022-06-30,72.57,27.43
SIGMAADV,2022-06-30,43.77,56.23
SIKKO,2022-06-30,71.43,28.57
SIL,2022-06-30,20.15,79.85
SILGO,2022-06-30,53.24,46.76
SILINV,2022-06-30,63.79,36.21
SILVERTUC,2022-06-30,74.59,25.41
SIMBHALS,2022-06-30,53.33,46.67
SIMPLEXINF,2022-06-30,49.82,50.18
SINTERCOM,2022-06-30,68.63,31.36
SIRCA,2022-06-30,67.55,32.45
SIS,2022-06-30,71.55,28.45
SITINET,2022-06-30,6.1,93.9
SIYSIL,2022-06-30,67.18,32.82
SJS,2022-06-30,50.37,49.63
SJVN,2022-06-30,86.77,13.23
SKFINDIA,2022-06-30,52.58,47.42
SKIPPER,2022-06-30,71.89,28.1
SKMEGGPROD,2022-06-30,55.44,44.56
SMARTLINK,2022-06-30,69.89,30.11
SMCGLOBAL,2022-06-30,62.95,37.05
SMLMAH,2022-06-30,43.96,56.04
SMLT,2022-06-30,69.83,30.17
SMSPHARMA,2022-06-30,64.17,35.83
SNOWMAN,2022-06-30,40.25,59.75
SOBHA,2022-06-30,51.99,48.01
SOFTTECH,2022-06-30,40.45,59.55
SOLARA,2022-06-30,40.4,59.6
SOLARINDS,2022-06-30,73.15,26.85
SOMANYCERA,2022-06-30,54.78,45.22
SOMATEX,2022-06-30,63.68,36.32
SOMICONVEY,2022-06-30,59.09,40.91
SONACOMS,2022-06-30,67.18,32.82
SONAMLTD,2022-06-30,74.11,25.89
SONATSOFTW,2022-06-30,28.17,70.66
SOTL,2022-06-30,71.81,28.19
SOUTHBANK,2022-06-30,0.0,100.0
SOUTHWEST,2022-06-30,74.68,25.31
SPAL,2022-06-30,61.69,38.31
SPANDANA,2022-06-30,63.59,36.41
SPARC,2022-06-30,69.09,30.91
SPCENET,2022-06-30,16.61,83.38
SPECIALITY,2022-06-30,52.53,47.47
SPENCERS,2022-06-30,58.81,41.05
SPIC,2022-06-30,53.27,46.71
SPLIL,2022-06-30,68.93,31.07
SPLPETRO,2022-06-30,64.14,35.86
SPMLINFRA,2022-06-30,39.78,60.22
SREEL,2022-06-30,74.91,25.09
SRF,2022-06-30,50.73,49.27
SRHHYPOLTD,2022-06-30,62.09,37.91
SRPL,2022-06-30,50.32,49.68
SSWL,2022-06-30,62.6,37.4
STAR,2022-06-30,30.37,69.63
STARCEMENT,2022-06-30,67.37,32.63
STARHEALTH,2022-06-30,58.84,41.16
STARPAPER,2022-06-30,45.17,54.83
STARTECK,2022-06-30,71.37,28.63
STCINDIA,2022-06-30,90.0,10.0
STEELCAS,2022-06-30,46.07,53.93
STEELCITY,2022-06-30,63.52,36.48
STEELXIND,2022-06-30,49.78,50.22
STEL,2022-06-30,60.09,39.91
STERTOOLS,2022-06-30,65.77,34.23
STLTECH,2022-06-30,54.15,45.85
STOVEKRAFT,2022-06-30,56.19,43.81
STYLAMIND,2022-06-30,54.61,45.39
STYRENIX,2022-06-30,61.19,38.81
SUBEXLTD,2022-06-30,0.0,97.84
SUBROS,2022-06-30,36.79,63.21
SUDARCOLOR,2022-06-30,54.37,45.63
SUDARSCHEM,2022-06-30,35.82,64.18
SUMEETINDS,2022-06-30,21.67,78.33
SUMICHEM,2022-06-30,75.0,25.0
SUMIT,2022-06-30,69.94,30.07
SUMMITSEC,2022-06-30,74.65,25.35
SUNDARAM,2022-06-30,31.05,68.95
SUNDARMFIN,2022-06-30,38.49,60.7
SUNDRMBRAK,2022-06-30,65.54,34.46
SUNDRMFAST,2022-06-30,49.69,50.31
SUNDROP,2022-06-30,51.77,45.96
SUNFLAG,2022-06-30,51.16,48.84
SUNPHARMA,2022-06-30,54.48,45.52
SUNTECK,2022-06-30,67.13,32.87
SUNTV,2022-06-30,75.0,25.0
SUPERHOUSE,2022-06-30,54.88,45.12
SUPERSPIN,2022-06-30,42.8,57.2
SUPRAJIT,2022-06-30,44.64,55.36
SUPREMEENG,2022-06-30,41.28,58.73
SUPREMEIND,2022-06-30,48.85,51.15
SUPRIYA,2022-06-30,68.24,31.76
SURANASOL,2022-06-30,65.09,34.91
SURYALAXMI,2022-06-30,60.94,39.06
SURYAROSNI,2022-06-30,62.96,35.05
SURYODAY,2022-06-30,28.01,71.99
SUTLEJTEX,2022-06-30,63.96,36.04
SUVEN,2022-06-30,64.98,35.02
SUVIDHAA,2022-06-30,39.56,60.44
SUZLON,2022-06-30,14.92,85.08
SVPGLOB,2022-06-30,67.58,32.42
SWANCORP,2022-06-30,64.09,35.91
SWARAJENG,2022-06-30,52.13,47.87
SWELECTES,2022-06-30,56.37,43.63
SWSOLAR,2022-06-30,78.56,21.44
SYMPHONY,2022-06-30,73.25,26.75
SYNGENE,2022-06-30,70.29,28.89
TAINWALCHM,2022-06-30,67.06,32.94
TAJGVK,2022-06-30,74.99,25.01
TAKE,2022-06-30,53.41,46.59
TALBROAUTO,2022-06-30,58.24,41.76
TALWALKARS,2022-06-30,38.49,61.51
TANLA,2022-06-30,43.74,56.26
TARAPUR,2022-06-30,44.63,55.37
TARC,2022-06-30,65.57,34.43
TARIL,2022-06-30,74.91,25.09
TARMAT,2022-06-30,33.67,66.33
TARSONS,2022-06-30,47.31,52.69
TASTYBITE,2022-06-30,74.23,25.77
TATACHEM,2022-06-30,37.98,62.02
TATACOMM,2022-06-30,58.86,41.14
TATACONSUM,2022-06-30,34.72,65.28
TATAELXSI,2022-06-30,43.92,56.08
TATAINVEST,2022-06-30,73.38,26.62
TATAPOWER,2022-06-30,46.86,53.14
TATASTEEL,2022-06-30,33.92,66.08
TATVA,2022-06-30,79.17,20.83
TBZ,2022-06-30,74.12,25.88
TCI,2022-06-30,66.57,33.43
TCIEXP,2022-06-30,66.69,33.31
TCIFINANCE,2022-06-30,24.72,75.28
TCPLPACK,2022-06-30,55.74,44.26
TCS,2022-06-30,72.3,27.7
TDPOWERSYS,2022-06-30,58.61,40.79
TEAMGTY,2022-06-30,74.92,25.08
TEAMLEASE,2022-06-30,31.51,68.42
TECHIN,2022-06-30,18.42,81.58
TECHM,2022-06-30,35.24,64.76
TECHNOE,2022-06-30,60.18,39.82
TECILCHEM,2022-06-30,47.71,52.29
TEGA,2022-06-30,79.17,20.83
TEJASNET,2022-06-30,52.4,47.59
TEMBO,2022-06-30,72.77,27.24
TERASOFT,2022-06-30,47.53,52.46
TEXINFRA,2022-06-30,65.0,35.0
TEXMOPIPES,2022-06-30,44.24,55.76
TEXRAIL,2022-06-30,58.35,41.65
TFCILTD,2022-06-30,28.43,71.57
TFL,2022-06-30,53.62,46.38
TGBHOTELS,2022-06-30,31.71,68.29
THANGAMAYL,2022-06-30,66.66,33.34
THEINVEST,2022-06-30,73.13,26.87
THEMISMED,2022-06-30,67.18,32.82
THERMAX,2022-06-30,61.98,32.53
THOMASCOOK,2022-06-30,72.34,26.27
THOMASCOTT,2022-06-30,60.94,39.06
THYROCARE,2022-06-30,71.18,28.82
TI,2022-06-30,44.86,55.14
TIIL,2022-06-30,74.68,25.32
TIINDIA,2022-06-30,46.45,53.55
TIJARIA,2022-06-30,65.07,34.93
TIL,2022-06-30,56.3,43.7
TIMETECHNO,2022-06-30,51.33,48.67
TIMKEN,2022-06-30,67.8,32.2
TIPSMUSIC,2022-06-30,74.98,25.02
TIRUMALCHM,2022-06-30,41.98,58.02
TIRUPATIFL,2022-06-30,57.59,42.42
TITAGARH,2022-06-30,47.26,52.74
TITAN,2022-06-30,52.9,47.1
TMPV,2022-06-30,46.4,53.6
TNPETRO,2022-06-30,34.54,65.46
TNPL,2022-06-30,35.32,64.68
TNTELE,2022-06-30,63.63,36.37
TOKYOPLAST,2022-06-30,59.68,40.32
TORNTPHARM,2022-06-30,71.25,28.75
TORNTPOWER,2022-06-30,53.57,46.43
TOTAL,2022-06-30,52.44,47.56
TOUCHWOOD,2022-06-30,70.07,29.94
TPHQ,2022-06-30,39.42,60.58
TPLPLASTEH,2022-06-30,74.86,25.14
TRANSWORLD,2022-06-30,70.99,29.01
TREEHOUSE,2022-06-30,20.54,79.46
TREJHARA,2022-06-30,30.0,70.0
TRENT,2022-06-30,37.01,62.99
TRF,2022-06-30,34.12,65.88
TRIDENT,2022-06-30,72.94,25.27
TRIGYN,2022-06-30,44.51,55.49
TRITURBINE,2022-06-30,67.78,32.22
TRIVENI,2022-06-30,68.43,31.57
TSFINV,2022-06-30,55.59,43.78
TTKHLTCARE,2022-06-30,74.56,25.44
TTKPRESTIG,2022-06-30,70.41,29.59
TTL,2022-06-30,58.49,41.51
TTML,2022-06-30,74.36,25.64
TVSELECT,2022-06-30,59.91,40.09
TVSHLTD,2022-06-30,74.46,25.54
TVSMOTOR,2022-06-30,50.81,49.19
TVSSRICHAK,2022-06-30,45.36,54.64
TVTODAY,2022-06-30,58.45,41.55
TVVISION,2022-06-30,33.16,66.84
UBL,2022-06-30,72.71,27.29
UCAL,2022-06-30,70.33,29.67
UCOBANK,2022-06-30,95.39,4.61
UFBL,2022-06-30,33.98,66.02
UFLEX,2022-06-30,44.58,55.42
UFO,2022-06-30,22.77,77.23
UGARSUGAR,2022-06-30,44.52,55.48
UGROCAP,2022-06-30,2.87,97.13
UJJIVANSFB,2022-06-30,83.32,16.68
ULTRACEMCO,2022-06-30,59.96,39.95
UMAEXPORTS,2022-06-30,72.54,27.46
UMESLTD,2022-06-30,41.3,58.7
UMIYA-MRO,2022-06-30,55.04,44.96
UNICHEMLAB,2022-06-30,50.93,49.07
UNIDT,2022-06-30,74.65,25.35
UNIENTER,2022-06-30,73.78,26.22
UNIINFO,2022-06-30,50.91,49.09
UNIONBANK,2022-06-30,83.49,16.51
UNITDSPR,2022-06-30,56.73,43.27
UNITECH,2022-06-30,5.13,94.87
UNITEDPOLY,2022-06-30,45.54,54.46
UNITEDTEA,2022-06-30,49.79,50.21
UNIVAFOODS,2022-06-30,0.0,100.0
UNIVASTU,2022-06-30,73.48,26.53
UNIVCABLES,2022-06-30,61.89,38.11
UNIVPHOTO,2022-06-30,74.55,25.45
UNOMINDA,2022-06-30,67.41,32.59
UPL,2022-06-30,29.13,70.87
URAVIDEF,2022-06-30,72.73,27.27
URJA,2022-06-30,31.97,68.03
USHAMART,2022-06-30,49.04,50.96
UTIAMC,2022-06-30,0.0,100.0
UTTAMSUGAR,2022-06-30,74.31,25.69
V2RETAIL,2022-06-30,53.56,46.44
VADILALIND,2022-06-30,64.73,35.27
VAIBHAVGBL,2022-06-30,57.96,41.86
VAISHALI,2022-06-30,26.74,73.26
VAKRANGEE,2022-06-30,42.6,57.4
VALECHAENG,2022-06-30,18.09,81.91
VALIANTORG,2022-06-30,38.46,61.54
VARDHACRLC,2022-06-30,74.97,25.03
VARDMNPOLY,2022-06-30,60.16,39.84
VARROC,2022-06-30,75.0,25.0
VASCONEQ,2022-06-30,31.99,68.01
VASWANI,2022-06-30,58.33,41.66
VBL,2022-06-30,63.9,36.1
VCL,2022-06-30,67.82,32.18
VEDL,2022-06-30,69.69,30.09
VEEDOL,2022-06-30,57.28,40.26
VENKEYS,2022-06-30,56.11,43.89
VENUSPIPES,2022-06-30,48.2,51.8
VENUSREM,2022-06-30,41.76,58.24
VERANDA,2022-06-30,65.87,34.13
VERTOZ,2022-06-30,56.33,43.67
VESUVIUS,2022-06-30,55.57,44.43
VETO,2022-06-30,55.74,44.26
VGL,2022-06-30,65.8,34.2
VGUARD,2022-06-30,55.88,44.12
VHL,2022-06-30,74.9,25.1
VIDHIING,2022-06-30,64.27,35.73
VIJAYA,2022-06-30,55.04,44.96
VIJIFIN,2022-06-30,52.23,47.77
VIKASECO,2022-06-30,9.29,90.71
VIKASLIFE,2022-06-30,13.31,86.69
VIMTALABS,2022-06-30,37.46,62.54
VINATIORGA,2022-06-30,74.06,25.95
VINDHYATEL,2022-06-30,43.54,56.46
VINEETLAB,2022-06-30,35.96,64.04
VINYLINDIA,2022-06-30,50.62,49.38
VIPCLOTHNG,2022-06-30,49.53,50.47
VIPIND,2022-06-30,50.79,49.21
VIPULLTD,2022-06-30,63.43,36.57
VISACHROME,2022-06-30,38.33,61.67
VISAKAIND,2022-06-30,48.36,51.64
VISHNU,2022-06-30,75.0,25.0
VISHWARAJ,2022-06-30,33.69,66.31
VIVIDHA,2022-06-30,5.63,94.37
VIYASH,2022-06-30,52.79,46.82
VLSFINANCE,2022-06-30,45.76,54.24
VMART,2022-06-30,46.14,53.86
VOLTAMP,2022-06-30,50.0,50.0
VOLTAS,2022-06-30,30.3,69.7
VRLLOG,2022-06-30,69.59,30.4
VSSL,2022-06-30,60.81,39.19
VSTIND,2022-06-30,32.16,67.47
VSTTILLERS,2022-06-30,54.82,45.18
VTL,2022-06-30,62.91,37.09
WAAREEINDO,2022-06-30,96.15,3.85
WABAG,2022-06-30,21.7,78.3
WALCHANNAG,2022-06-30,30.02,69.98
WANBURY,2022-06-30,39.85,60.14
WEALTH,2022-06-30,74.0,26.0
WEBELSOLAR,2022-06-30,25.37,74.63
WEIZMANIND,2022-06-30,67.87,32.13
WEL,2022-06-30,71.79,28.21
WELCORP,2022-06-30,50.01,49.99
WELENT,2022-06-30,53.52,46.48
WELINV,2022-06-30,74.58,25.42
WELSPUNLIV,2022-06-30,70.36,29.64
WENDT,2022-06-30,75.0,25.0
WEWIN,2022-06-30,69.67,30.33
WHEELS,2022-06-30,57.53,42.48
WHIRLPOOL,2022-06-30,75.0,25.0
WILLAMAGOR,2022-06-30,62.01,37.99
WINDLAS,2022-06-30,59.95,40.05
WINDMACHIN,2022-06-30,58.52,41.48
WINSOME,2022-06-30,38.67,61.33
WIPL,2022-06-30,40.96,59.04
WIPRO,2022-06-30,73.0,26.75
WOCKPHARMA,2022-06-30,65.75,34.25
WONDERLA,2022-06-30,69.76,30.24
WORTHPERI,2022-06-30,74.22,25.78
WSI,2022-06-30,0.96,99.04
WSTCSTPAPR,2022-06-30,56.48,43.52
XCHANGING,2022-06-30,75.0,25.0
XELPMOC,2022-06-30,54.16,45.84
XPROINDIA,2022-06-30,50.02,49.98
YESBANK,2022-06-30,0.0,100.0
YUKEN,2022-06-30,52.5,47.5
ZEEL,2022-06-30,3.99,96.01
ZEELEARN,2022-06-30,15.05,84.95
ZEEMEDIA,2022-06-30,4.34,95.66
ZENITHEXPO,2022-06-30,51.75,48.25
ZENITHSTL,2022-06-30,15.64,84.36
ZENSARTECH,2022-06-30,49.16,50.84
ZENTEC,2022-06-30,60.19,39.46
ZFCVINDIA,2022-06-30,75.0,25.0
ZODIAC,2022-06-30,72.86,27.14
ZODIACLOTH,2022-06-30,69.98,30.02
ZOTA,2022-06-30,68.12,31.88
ZUARI,2022-06-30,65.28,34.72
ZUARIIND,2022-06-30,56.81,43.19
ZYDUSLIFE,2022-06-30,74.88,25.12
ZYDUSWELL,2022-06-30,65.14,34.86
20MICRONS,2022-09-30,44.83,55.17
21STCENMGM,2022-09-30,61.29,38.71
360ONE,2022-09-30,23.19,76.81
3IINFOLTD,2022-09-30,0.0,100.0
3MINDIA,2022-09-30,75.0,25.0
3PLAND,2022-09-30,73.3,26.7
5PAISA,2022-09-30,32.69,67.3
63MOONS,2022-09-30,45.63,54.37
A2ZINFRA,2022-09-30,28.14,71.86
AAATECH,2022-09-30,71.51,28.49
AAKASH,2022-09-30,66.67,33.33
AAREYDRUGS,2022-09-30,50.03,49.97
AARON,2022-09-30,74.97,25.03
AARTIDRUGS,2022-09-30,59.77,40.23
AARTIIND,2022-09-30,44.16,55.84
AARTISURF,2022-09-30,45.04,54.96
AARVI,2022-09-30,73.47,26.53
AAVAS,2022-09-30,39.16,60.84
ABAN,2022-09-30,46.0,54.0
ABB,2022-09-30,75.0,25.0
ABCAPITAL,2022-09-30,71.06,28.94
ABCOTS,2022-09-30,34.91,65.09
ABFRL,2022-09-30,56.08,43.4
ABHISHEK,2022-09-30,57.63,42.37
ABINFRA,2022-09-30,59.29,40.71
ABMINTLLTD,2022-09-30,74.7,25.3
ABREL,2022-09-30,50.21,49.79
ABSLAMC,2022-09-30,86.5,13.5
ACC,2022-09-30,56.68,43.32
ACCELYA,2022-09-30,74.66,25.34
ACCURACY,2022-09-30,63.69,36.31
ACE,2022-09-30,66.76,33.24
ACEINTEG,2022-09-30,73.53,26.47
ACUTAAS,2022-09-30,39.41,60.59
ADANIENSOL,2022-09-30,73.87,26.13
ADANIENT,2022-09-30,72.63,27.37
ADANIGREEN,2022-09-30,60.75,39.25
ADANIPORTS,2022-09-30,66.02,33.98
ADANIPOWER,2022-09-30,74.97,25.03
ADFFOODS,2022-09-30,36.59,63.41
ADL,2022-09-30,72.96,27.04
ADOR,2022-09-30,56.9,43.1
ADROITINFO,2022-09-30,52.17,47.83
ADSL,2022-09-30,52.95,47.05
ADVANIHOTR,2022-09-30,50.19,49.81
ADVENZYMES,2022-09-30,49.87,50.13
AEGISLOG,2022-09-30,58.07,41.93
AETHER,2022-09-30,87.09,12.91
AFFLE,2022-09-30,59.89,40.05
AGARIND,2022-09-30,59.18,40.82
AGI,2022-09-30,60.24,39.76
AGRITECH,2022-09-30,31.1,68.9
AGROPHOS,2022-09-30,54.27,45.73
AHLADA,2022-09-30,50.52,49.48
AHLEAST,2022-09-30,65.63,34.37
AHLUCONT,2022-09-30,55.32,44.68
AHLWEST,2022-09-30,70.42,29.58
AIAENG,2022-09-30,58.47,41.53
AIFL,2022-09-30,14.76,85.24
AIRAN,2022-09-30,72.42,27.58
AIROLAM,2022-09-30,52.48,47.52
AJANTPHARM,2022-09-30,70.48,29.52
AJMERA,2022-09-30,69.73,30.27
AJOONI,2022-09-30,32.41,67.59
AJRINFRA,2022-09-30,20.6,79.4
AKASH,2022-09-30,74.59,25.41
AKG,2022-09-30,62.09,37.91
AKSHAR,2022-09-30,50.62,49.38
AKSHARCHEM,2022-09-30,62.7,37.3
AKSHOPTFBR,2022-09-30,27.95,72.05
ALANKIT,2022-09-30,54.86,45.14
ALBERTDAVD,2022-09-30,61.99,38.01
ALEMBICLTD,2022-09-30,70.88,29.12
ALICON,2022-09-30,55.71,44.29
ALIVUS,2022-09-30,82.85,17.15
ALKALI,2022-09-30,69.59,30.41
ALKEM,2022-09-30,57.16,42.84
ALKYLAMINE,2022-09-30,71.99,28.01
ALLCARGO,2022-09-30,69.92,30.08
ALLDIGI,2022-09-30,73.39,26.61
ALMONDZ,2022-09-30,59.8,40.2
ALOKINDS,2022-09-30,75.0,25.0
ALPA,2022-09-30,57.29,42.71
ALPHAGEO,2022-09-30,46.09,53.91
ALPSINDUS,2022-09-30,27.06,72.94
AMBER,2022-09-30,40.31,59.69
AMBICAAGAR,2022-09-30,48.35,51.65
AMBIKCO,2022-09-30,50.17,49.83
AMBUJACEM,2022-09-30,63.22,36.78
AMDIND,2022-09-30,66.64,33.36
AMJLAND,2022-09-30,65.9,34.1
AMRUTANJAN,2022-09-30,50.02,49.8
ANANDRATHI,2022-09-30,48.74,51.26
ANANTRAJ,2022-09-30,63.03,36.97
ANDHRAPAP,2022-09-30,72.24,27.76
ANDHRSUGAR,2022-09-30,46.96,53.04
ANGELONE,2022-09-30,43.71,56.29
ANIKINDS,2022-09-30,37.81,62.19
ANMOL,2022-09-30,57.08,42.92
ANSALAPI,2022-09-30,48.77,51.23
ANTELOPUS,2022-09-30,39.56,60.44
ANTGRAPHIC,2022-09-30,14.85,85.15
ANUP,2022-09-30,43.04,56.96
ANURAS,2022-09-30,65.16,34.84
APARINDS,2022-09-30,60.64,39.36
APCL,2022-09-30,75.0,25.0
APCOTEXIND,2022-09-30,58.22,41.78
APEX,2022-09-30,72.62,27.38
APLAPOLLO,2022-09-30,34.52,65.48
APLLTD,2022-09-30,69.61,30.39
APOLLO,2022-09-30,59.1,40.9
APOLLOHOSP,2022-09-30,29.33,70.67
APOLLOPIPE,2022-09-30,52.03,47.33
APOLLOTYRE,2022-09-30,37.34,62.66
APOLSINHOT,2022-09-30,64.68,35.32
APTECHT,2022-09-30,47.41,52.59
APTUS,2022-09-30,62.21,37.79
ARCHIDPLY,2022-09-30,69.89,30.11
ARCHIES,2022-09-30,62.25,37.75
ARCOTECH,2022-09-30,39.96,60.04
ARENTERP,2022-09-30,63.66,36.34
ARIES,2022-09-30,52.66,47.34
ARIHANTCAP,2022-09-30,74.12,25.88
ARIHANTSUP,2022-09-30,74.71,25.29
ARMANFIN,2022-09-30,27.36,72.64
AROGRANITE,2022-09-30,41.06,58.94
ARROWGREEN,2022-09-30,70.35,29.65
ARSHIYA,2022-09-30,35.3,64.7
ARSSINFRA,2022-09-30,46.7,53.3
ARTEMISMED,2022-09-30,69.27,30.73
ARTNIRMAN,2022-09-30,73.75,26.25
ARVEE,2022-09-30,73.5,26.5
ARVIND,2022-09-30,41.25,58.75
ARVINDFASN,2022-09-30,36.84,63.16
ARVSMART,2022-09-30,51.99,48.01
ASAHIINDIA,2022-09-30,54.24,45.76
ASAHISONG,2022-09-30,66.73,33.27
ASAL,2022-09-30,75.0,25.0
ASALCBR,2022-09-30,58.45,41.55
ASHAPURMIN,2022-09-30,44.79,55.21
ASHIANA,2022-09-30,61.22,38.78
ASHIMASYN,2022-09-30,73.49,26.51
ASHOKA,2022-09-30,54.48,45.52
ASHOKLEY,2022-09-30,51.54,48.46
ASIANENE,2022-09-30,59.61,39.39
ASIANHOTNR,2022-09-30,50.69,49.31
ASIANPAINT,2022-09-30,52.63,47.34
ASIANTILES,2022-09-30,29.02,70.98
ASIL,2022-09-30,50.96,49.04
ASPINWALL,2022-09-30,64.46,35.54
ASTEC,2022-09-30,66.77,33.23
ASTERDM,2022-09-30,37.88,61.67
ASTRAL,2022-09-30,55.85,44.15
ASTRAMICRO,2022-09-30,8.28,91.72
ASTRAZEN,2022-09-30,75.0,25.0
ATALREAL,2022-09-30,49.25,50.75
ATCOM,2022-09-30,14.1,85.9
ATGL,2022-09-30,74.8,25.2
ATLANTAA,2022-09-30,63.3,36.7
ATLASCYCLE,2022-09-30,41.92,58.08
ATNINTER,2022-09-30,0.17,99.83
ATULAUTO,2022-09-30,52.7,47.3
AUBANK,2022-09-30,25.58,74.42
AURIONPRO,2022-09-30,33.0,67.0
AUROPHARMA,2022-09-30,51.83,48.17
AURUM,2022-09-30,50.34,49.66
AURUS,2022-09-30,36.37,63.63
AUSOMENT,2022-09-30,73.7,26.3
AUTOAXLES,2022-09-30,71.04,28.96
AUTOIND,2022-09-30,33.39,66.61
